,Country Name,Country Code,Year,NY.GDP.MKTP.CD,SE.ADT.1524.LT.FE.ZS,SE.ADT.1524.LT.MA.ZS,SL.AGR.EMPL.FE.ZS,SL.AGR.EMPL.ZS,SL.IND.EMPL.FE.ZS,SL.IND.EMPL.ZS,SL.UEM.TOTL.ZS,SP.DYN.CBRT.IN,SP.DYN.CDRT.IN,SP.POP.TOTL,SP.POP.TOTL.FE.IN,SP.POP.TOTL.MA.IN
7025,India,IND,1992,288208000000.0,81.20149222001619,87.48422988207516,76.16771,63.11409,11.40509,15.06357,6.815,30.914,10.23,907574049.0,438527953.0,469046096.0
7026,India,IND,1993,279296000000.0,81.20149222001619,87.48422988207516,75.86033,62.70322,11.48294,15.19625,6.798,30.285,10.021,926351297.0,447615320.0,478735976.0
7027,India,IND,1994,327276000000.0,81.20149222001619,87.48422988207516,75.47938,62.17806,11.64452,15.42478,6.83,29.841,9.807,945261958.0,456726553.0,488535405.0
7028,India,IND,1995,360282000000.0,81.20149222001619,87.48422988207516,75.29556,61.75559,11.65867,15.5855,7.014,29.361,9.612,964279129.0,465846665.0,498432465.0
7029,India,IND,1996,392897000000.0,81.20149222001619,87.48422988207516,75.16219,61.43129,11.66658,15.70382,7.181,28.786,9.419,983281218.0,474932057.0,508349160.0
7030,India,IND,1997,415868000000.0,81.20149222001619,87.48422988207516,75.05875,61.08086,11.62664,15.83207,7.279,28.274,9.229,1002335230.0,484031612.0,518303618.0
7031,India,IND,1998,421351000000.0,81.20149222001619,87.48422988207516,74.88384,60.68718,11.61921,15.96089,7.487,27.784,9.05,1021434576.0,493147162.0,528287413.0
7032,India,IND,1999,458820000000.0,81.20149222001619,87.48422988207516,74.54871,60.10669,11.65725,16.16015,7.709,27.26,8.875,1040500054.0,502255693.0,538244360.0
7033,India,IND,2000,468395000000.0,81.20149222001619,87.48422988207516,74.36429,59.64473,11.66584,16.31992,7.77,27.001,8.701,1059633675.0,511410095.0,548223581.0
7034,India,IND,2001,485441000000.0,67.74658203,84.19223785,73.80885,59.08598,11.9568,16.66095,7.957,26.728,8.558,1078970907.0,520679574.0,558291332.0
7035,India,IND,2002,514938000000.0,81.20149222001619,87.48422988207516,73.25214,58.44382,12.2754,17.07546,8.102,26.082,8.363,1098313039.0,529978166.0,568334873.0
7036,India,IND,2003,607699000000.0,81.20149222001619,87.48422988207516,72.54777,57.7151,12.69705,17.55719,8.36,25.375,8.188,1117415123.0,539178882.0,578236241.0
7037,India,IND,2004,709149000000.0,81.20149222001619,87.48422988207516,71.72401,56.75876,13.23894,18.27897,8.531,24.728,8.04,1136264583.0,548274218.0,587990365.0
7038,India,IND,2005,820382000000.0,81.20149222001619,87.48422988207516,71.01849,55.99824,13.66778,18.8042,8.7,23.94,7.876,1154638713.0,557161047.0,597477666.0
7039,India,IND,2006,940260000000.0,74.35572815,88.41184235,70.24514,55.09983,14.03174,19.37125,8.625,23.22,7.743,1172373788.0,565762395.0,606611392.0
7040,India,IND,2007,1216740000000.0,81.20149222001619,87.48422988207516,69.38042,54.17196,14.43726,19.99622,8.536,22.713,7.642,1189691809.0,574185530.0,615506279.0
7041,India,IND,2008,1198900000000.0,81.20149222001619,87.48422988207516,68.61887,53.3906,14.78241,20.5327,8.354,22.276,7.558,1206734806.0,582492785.0,624242020.0
7042,India,IND,2009,1341890000000.0,81.20149222001619,87.48422988207516,67.67727,52.47509,15.21844,21.11693,8.384,21.934,7.479,1223640160.0,590747758.0,632892402.0
7043,India,IND,2010,1675620000000.0,81.20149222001619,87.48422988207516,66.7014,51.51537,15.74157,21.80913,8.319,21.438,7.385,1240613620.0,599047591.0,641566029.0
7044,India,IND,2011,1823050000000.0,81.84980774,90.04483032,63.27568,49.25777,17.37453,23.11097,8.168,20.945,7.267,1257621191.0,607376801.0,650244390.0
7045,India,IND,2012,1827640000000.0,81.20149222001619,87.48422988207516,59.70126,47.00424,19.02814,24.35509,8.095,20.421,7.118,1274487215.0,615647779.0,658839435.0
7046,India,IND,2013,1856720000000.0,81.20149222001619,87.48422988207516,59.11451,46.42778,18.73083,24.43316,8.037,19.935,6.96,1291132063.0,623809180.0,667322883.0
7047,India,IND,2014,2039130000000.0,81.20149222001619,87.48422988207516,58.40867,45.7835,18.4407,24.52794,7.981,19.049,6.79,1307246509.0,631697152.0,675549357.0
7048,India,IND,2015,2103590000000.0,81.20149222001619,87.48422988207516,57.70898,45.15931,18.14038,24.58389,7.915,18.765,6.67,1322866505.0,639323292.0,683543213.0
7049,India,IND,2016,2294800000000.0,81.20149222001619,87.48422988207516,56.95825,44.52136,17.88424,24.71281,7.842,18.514,6.603,1338636340.0,647012921.0,691623419.0
7050,India,IND,2017,2651470000000.0,81.20149222001619,87.48422988207516,56.25889,43.93962,17.63662,24.84621,7.733,17.911,6.593,1354195680.0,654607791.0,699587889.0
7051,India,IND,2018,2702930000000.0,81.20149222001619,87.48422988207516,55.49442,43.32882,17.34357,24.9491,7.65,17.651,6.644,1369003306.0,661854076.0,707149230.0
7052,India,IND,2019,2835610000000.0,81.20149222001619,87.48422988207516,53.13843,41.38738,18.57446,25.36919,6.51,17.049,6.71,1383112050.0,668786993.0,714325057.0
7053,India,IND,2020,2671600000000.0,90.94999695,99.06999969,58.24064,44.30447,16.01294,23.93212,10.195,16.572,7.35,1396387127.0,675389679.0,720997448.0
7054,India,IND,2021,3150310000000.0,81.20149222001619,87.48422988207516,58.32362,43.95999,16.608,25.34,7.713,16.419,9.448,1407563842.0,681060412.0,726503429.0
7055,India,IND,2022,3385090000000.0,95.53810883,97.44249725,29.81155301685157,30.037948464139642,12.77908885851325,19.82103756585528,7.33,28.203393700166554,10.490269960784632,1417173173.0,685992675.0,731180498.0
